Drug Name
Trimethobenzamide
Flumethasone
Sulfametopyrazine
Nilutamide
Nafarelin
Epinephrine
Sumatriptan
Pirenzepine
Cefixime
Chlorpropamide
Aprepitant
Galantamine
Tamoxifen
Benzyl benzoate
Isoflurophate
Losartan
Thioridazine
Moricizine
Amphotericin B
Warfarin
Midazolam
Tobramycin
Trovafloxacin
Pentosan polysulfate
Fludrocortisone
Mycophenolate mofetil
Cephaloglycin
Flurazepam
Moexipril
Phentolamine
Fluorescein
Daunorubicin
Furosemide
Ergotamine
Tizanidine
Nitrofurantoin
Nicergoline
Eplerenone
Amprenavir
Icodextrin
Methazolamide
Naltrexone
Delavirdine
Tamsulosin
Porfimer sodium
Sufentanil
Lamivudine
Ibandronate
Diethylcarbamazine
Flurbiprofen
Oxacillin
Apomorphine
Paroxetine
Nedocromil
Norethisterone
Adefovir dipivoxil
Azatadine
Clodronic acid
Procaine
Lisinopril
Methoxamine
Imiquimod
Homatropine methylbromide
Trimipramine
Nitroglycerin
Rocuronium
Thiabendazole
Nateglinide
Atracurium besylate
Pralidoxime
Risperidone
Naftifine
Esomeprazole
Meclizine
Pentamidine
Hetacillin
Riluzole
Hydrocortisone
Mannitol
Gadobenic acid
Zileuton
Modafinil
Deferoxamine
Scopolamine
Carbinoxamine
Etodolac
Prilocaine
Epinastine
Tranylcypromine
Isoflurane
Ethotoin
Tretinoin
Hexachlorophene
Dolasetron
Clopidogrel
Tetracycline
Meropenem
Potassium chloride
Irinotecan
Methimazole
Mometasone
Metyrosine
Clavulanic acid
Benzquinamide
Olopatadine
Hydrocortamate
Alprostadil
Clidinium
Malathion
Etoposide
Hydroflumethiazide
Tirofiban
Oxcarbazepine
Propiomazine
Roxithromycin
Nalidixic acid
Phenelzine
Propantheline
Estradiol
Mefenamic acid
Cryptenamine
Marimastat
Acyclovir
Naproxen
Gadopentetic acid
Perindopril
Uracil mustard
Tripelennamine
Haloprogin
Primidone
Sulfasalazine
Candesartan cilexetil
Tolazoline
Gentamicin
Tazarotene
Fenoldopam
Halazepam
Alfentanil
Colistin
Dicyclomine
Minaprine
Pentoxifylline
Proparacaine
Indapamide
Tropicamide
Biperiden
Ribavirin
Phenylbutazone
Fentanyl
Meloxicam
Sodium lauryl sulfate
Orciprenaline
Rosoxacin
Propofol
Acetazolamide
Tadalafil
Carprofen
Disulfiram
Ethynodiol diacetate
Enprofylline
Levomenthol
Natamycin
Cinoxacin
Fosfomycin
Diazepam
Phenmetrazine
Trifluoperazine
Phensuximide
Cefaclor
Mifepristone
Brompheniramine
Loperamide
Progabide
Clocortolone
Tolazamide
Hydroxypropyl cellulose
Dobutamine
Oxazepam
Donepezil
Nalbuphine
Clofazimine
Flurandrenolide
Cysteamine
Levamisole
Methylphenobarbital
Perphenazine
Dacarbazine
Pseudoephedrine
Temozolomide
Levorphanol
Aminolevulinic acid
Chlorphenesin
Terbinafine
Drostanolone
Penicillamine
Prednisolone
Diflunisal
Vardenafil
Ranitidine
Tacrolimus
Benzphetamine
Alprenolol
Ritodrine
Benzonatate
Dorzolamide
Suprofen
Terbutaline
Conivaptan
Loteprednol etabonate
Guaifenesin
Flupentixol
Eprosartan
Sirolimus
Chlorhexidine
Emtricitabine
Chlorothiazide
Quinapril
Clomifene
Isosorbide dinitrate
Risedronic acid
Pemirolast
Omapatrilat
Bumetanide
Mechlorethamine
Granisetron
Dienestrol
Sulfapyridine
Oxybuprocaine
Iron Dextran
Testolactone
Benzylpenicilloyl polylysine
Rimexolone
Triazolam
Ethanol
Remifentanil
Didanosine
Bitolterol
Methdilazine
Etacrynic acid
Ondansetron
Bimatoprost
Tiagabine
Cocaine
Quinidine
Zonisamide
Paricalcitol
Tinidazole
Repaglinide
Anileridine
Phenformin
Amantadine
Metronidazole
Dinoprostone
Almotriptan
Spectinomycin
Ketotifen
Buprenorphine
Levosimendan
Ceforanide
Cyclobenzaprine
Phenoxybenzamine
Etretinate
Famotidine
Azacitidine
Misoprostol
Colesevelam
Metacycline
Tipranavir
Mesoridazine
Maprotiline
Oxymetazoline
Salicylic acid
Diethylpropion
Salmeterol
Meclofenamic acid
Methantheline
Hexafluronium
Cycrimine
Zalcitabine
Demecarium
Acetylsalicylic acid
Phenprocoumon
Fulvestrant
Mezlocillin
Felbamate
Fexofenadine
Isoniazid
Naratriptan
Rizatriptan
Dirithromycin
Netilmicin
Hydrocodone
Norgestimate
Carboplatin
Methylprednisolone
Pindolol
Mepivacaine
Zaleplon
Bromfenac
Apraclonidine
Ethiodized oil
Telmisartan
Desloratadine
Methyldopa
Alosetron
Dactinomycin
Selenium Sulfide
Azelastine
Ezetimibe
Edetic acid
Dipyridamole
Telithromycin
Ethinylestradiol
Lomefloxacin
Cyclopentolate
Ramelteon
Physostigmine
Isotretinoin
Formoterol
Nandrolone phenpropionate
Dimenhydrinate
Glycopyrronium
Cytarabine
Dopamine
Rivastigmine
Exemestane
Oxaprozin
Methyl aminolevulinate
Azathioprine
Neomycin
Auranofin
Gabapentin
Doxorubicin
Frovatriptan
Hydrochlorothiazide
Cyclacillin
Albuterol
Levobupivacaine
Cromoglicic acid
Ganciclovir
Hydroxyurea
Letrozole
Tioconazole
Busulfan
Ketoprofen
Edrophonium
Metyrapone
Cinacalcet
Clobetasol propionate
Balsalazide
Sulfamethoxazole
Glyburide
Minocycline
